CensusArea,Age,Population
0801902007,100,3
0801902008,0-4,57
0801902008,5-9,77
0801902008,10-14,90
0801902008,15-19,67
0801902008,20-24,110
0801902008,25-29,175
0801902008,30-34,130
0801902008,35-39,129
0801902008,40-44,158
0801902008,45-49,155
0801902008,50-54,112
0801902008,55-59,108
0801902008,60-64,121
0801902008,65-69,98
0801902008,70-74,97
0801902008,75-79,78
0801902008,80-84,61
0801902008,85-89,47
0801902008,90-94,18
0801902008,95-99,8
0801902008,100,0
0801902009,0-4,59
0801902009,5-9,66
0801902009,10-14,75
0801902009,15-19,54
0801902009,20-24,91
0801902009,25-29,144
0801902009,30-34,159
0801902009,35-39,135
0801902009,40-44,120
0801902009,45-49,137
0801902009,50-54,97
0801902009,55-59,100
0801902009,60-64,137
0801902009,65-69,96
0801902009,70-74,97
0801902009,75-79,82
0801902009,80-84,51
0801902009,85-89,32
0801902009,90-94,12
0801902009,95-99,7
0801902009,100,0
0801902010,0-4,39
0801902010,5-9,44
0801902010,10-14,50
0801902010,15-19,47
0801902010,20-24,69
0801902010,25-29,88
0801902010,30-34,104
0801902010,35-39,93
0801902010,40-44,82
0801902010,45-49,84
0801902010,50-54,79
0801902010,55-59,72
0801902010,60-64,84
0801902010,65-69,85
0801902010,70-74,65
0801902010,75-79,49
0801902010,80-84,34
0801902010,85-89,31
0801902010,90-94,10
0801902010,95-99,3
0801902010,100,1
0801902011,0-4,25
0801902011,5-9,28
0801902011,10-14,32
0801902011,15-19,34
0801902011,20-24,64
0801902011,25-29,104
0801902011,30-34,107
0801902011,35-39,78
0801902011,40-44,79
0801902011,45-49,62
0801902011,50-54,68
0801902011,55-59,77
0801902011,60-64,81
0801902011,65-69,82
0801902011,70-74,71
0801902011,75-79,49
0801902011,80-84,28
0801902011,85-89,27
0801902011,90-94,13
0801902011,95-99,5
0801902011,100,2
0801902012,0-4,53
0801902012,5-9,49
0801902012,10-14,51
0801902012,15-19,64
0801902012,20-24,94
0801902012,25-29,138
0801902012,30-34,155
0801902012,35-39,132
0801902012,40-44,118
0801902012,45-49,103
0801902012,50-54,97
0801902012,55-59,85
0801902012,60-64,80
0801902012,65-69,109
0801902012,70-74,98
0801902012,75-79,70
0801902012,80-84,43
0801902012,85-89,24
0801902012,90-94,14
0801902012,95-99,7
0801902012,100,0
0801902013,0-4,30
0801902013,5-9,34
0801902013,10-14,50
0801902013,15-19,48
0801902013,20-24,66
0801902013,25-29,93
0801902013,30-34,137
0801902013,35-39,124
0801902013,40-44,97
0801902013,45-49,87
0801902013,50-54,74
0801902013,55-59,71
0801902013,60-64,51
0801902013,65-69,58
0801902013,70-74,31
0801902013,75-79,28
0801902013,80-84,19
0801902013,85-89,20
0801902013,90-94,23
0801902013,95-99,7
0801902013,100,0
0801902014,0-4,39
0801902014,5-9,58
0801902014,10-14,46
0801902014,15-19,51
0801902014,20-24,78
0801902014,25-29,137
0801902014,30-34,168
0801902014,35-39,125
0801902014,40-44,108
0801902014,45-49,110
0801902014,50-54,103
0801902014,55-59,79
0801902014,60-64,62
0801902014,65-69,41
0801902014,70-74,45
0801902014,75-79,33
0801902014,80-84,35
0801902014,85-89,28
0801902014,90-94,14
0801902014,95-99,1
0801902014,100,0
0801902015,0-4,59
0801902015,5-9,57
0801902015,10-14,54
0801902015,15-19,54
0801902015,20-24,80
0801902015,25-29,142
0801902015,30-34,171
0801902015,35-39,138
0801902015,40-44,111
0801902015,45-49,97
0801902015,50-54,85
0801902015,55-59,98
0801902015,60-64,94
0801902015,65-69,82
0801902015,70-74,65
0801902015,75-79,45
0801902015,80-84,48
0801902015,85-89,48
0801902015,90-94,21
0801902015,95-99,7
0801902015,100,1
0801902016,0-4,49
0801902016,5-9,73
0801902016,10-14,68
0801902016,15-19,78
0801902016,20-24,79
0801902016,25-29,131
0801902016,30-34,181
0801902016,35-39,136
0801902016,40-44,127
0801902016,45-49,154
0801902016,50-54,126
0801902016,55-59,120
0801902016,60-64,105
0801902016,65-69,116
0801902016,70-74,100
0801902016,75-79,73
0801902016,80-84,58
0801902016,85-89,41
0801902016,90-94,26
0801902016,95-99,2
0801902016,100,0
0801902017,0-4,60
0801902017,5-9,60
0801902017,10-14,76
0801902017,15-19,88
0801902017,20-24,104
0801902017,25-29,168
0801902017,30-34,192
0801902017,35-39,139
0801902017,40-44,122
0801902017,45-49,129
0801902017,50-54,138
0801902017,55-59,142
0801902017,60-64,132
0801902017,65-69,99
0801902017,70-74,88
0801902017,75-79,69
0801902017,80-84,45
0801902017,85-89,43
0801902017,90-94,28
0801902017,95-99,6
0801902017,100,1
0801902018,0-4,45
0801902018,5-9,63
0801902018,10-14,78
0801902018,15-19,90
0801902018,20-24,111
0801902018,25-29,143
0801902018,30-34,123
0801902018,35-39,105
0801902018,40-44,134
0801902018,45-49,121
0801902018,50-54,112
0801902018,55-59,109
0801902018,60-64,109
0801902018,65-69,94
0801902018,70-74,100
0801902018,75-79,104
0801902018,80-84,82
0801902018,85-89,66
0801902018,90-94,24
0801902018,95-99,5
0801902018,100,1
0801902019,0-4,71
0801902019,5-9,79
0801902019,10-14,65
0801902019,15-19,71
0801902019,20-24,90
0801902019,25-29,154
0801902019,30-34,193
0801902019,35-39,152
0801902019,40-44,158
0801902019,45-49,142
0801902019,50-54,124
0801902019,55-59,120
0801902019,60-64,113
0801902019,65-69,104
0801902019,70-74,102
0801902019,75-79,99
0801902019,80-84,52
0801902019,85-89,58
0801902019,90-94,23
0801902019,95-99,5
0801902019,100,1
0801902020,0-4,44
0801902020,5-9,47
0801902020,10-14,40
0801902020,15-19,69
0801902020,20-24,78
0801902020,25-29,150
0801902020,30-34,236
0801902020,35-39,148
0801902020,40-44,116
0801902020,45-49,126
0801902020,50-54,98
0801902020,55-59,80
0801902020,60-64,96
0801902020,65-69,66
0801902020,70-74,46
0801902020,75-79,38
0801902020,80-84,26
0801902020,85-89,28
0801902020,90-94,22
0801902020,95-99,4
0801902020,100,0
0801902021,0-4,55
0801902021,5-9,42
0801902021,10-14,58
0801902021,15-19,28
0801902021,20-24,63
0801902021,25-29,134
0801902021,30-34,178
0801902021,35-39,125
0801902021,40-44,123
0801902021,45-49,130
0801902021,50-54,82
0801902021,55-59,89
0801902021,60-64,87
0801902021,65-69,76
0801902021,70-74,64
0801902021,75-79,73
0801902021,80-84,46
0801902021,85-89,41
0801902021,90-94,26
0801902021,95-99,4
0801902021,100,1
0801902022,0-4,44
0801902022,5-9,43
0801902022,10-14,42
0801902022,15-19,58
0801902022,20-24,76
0801902022,25-29,114
0801902022,30-34,109
0801902022,35-39,99
0801902022,40-44,94
0801902022,45-49,81
0801902022,50-54,78
0801902022,55-59,96
0801902022,60-64,87
0801902022,65-69,68
0801902022,70-74,63
0801902022,75-79,62
0801902022,80-84,31
0801902022,85-89,29
0801902022,90-94,12
0801902022,95-99,3
0801902022,100,0
0801902023,0-4,25
0801902023,5-9,30
0801902023,10-14,20
0801902023,15-19,36
0801902023,20-24,48
0801902023,25-29,84
0801902023,30-34,93
0801902023,35-39,79
0801902023,40-44,66
0801902023,45-49,63
0801902023,50-54,61
0801902023,55-59,76
0801902023,60-64,89
0801902023,65-69,73
0801902023,70-74,59
0801902023,75-79,59
0801902023,80-84,32
0801902023,85-89,33
0801902023,90-94,12
0801902023,95-99,6
0801902023,100,0
0801902024,0-4,23
0801902024,5-9,47
0801902024,10-14,25
0801902024,15-19,25
0801902024,20-24,64
0801902024,25-29,120
0801902024,30-34,143
0801902024,35-39,114
0801902024,40-44,82
0801902024,45-49,69
0801902024,50-54,52
0801902024,55-59,70
0801902024,60-64,91
0801902024,65-69,59
0801902024,70-74,48
0801902024,75-79,41
0801902024,80-84,20
0801902024,85-89,23
0801902024,90-94,13
0801902024,95-99,7
0801902024,100,2
0801902025,0-4,30
0801902025,5-9,24
0801902025,10-14,40
0801902025,15-19,38
0801902025,20-24,64
0801902025,25-29,96
0801902025,30-34,98
0801902025,35-39,85
0801902025,40-44,84
0801902025,45-49,84
0801902025,50-54,71
0801902025,55-59,67
0801902025,60-64,75
0801902025,65-69,55
0801902025,70-74,62
0801902025,75-79,60
0801902025,80-84,38
0801902025,85-89,20
0801902025,90-94,22
0801902025,95-99,6
0801902025,100,0
0801902026,0-4,60
0801902026,5-9,65
0801902026,10-14,65
0801902026,15-19,76
0801902026,20-24,125
0801902026,25-29,166
0801902026,30-34,196
0801902026,35-39,143
0801902026,40-44,149
0801902026,45-49,126
0801902026,50-54,137
0801902026,55-59,131
0801902026,60-64,136
0801902026,65-69,120
0801902026,70-74,108
0801902026,75-79,84
0801902026,80-84,59
0801902026,85-89,55
0801902026,90-94,34
0801902026,95-99,10
0801902026,100,0
0801902027,0-4,66
0801902027,5-9,69
0801902027,10-14,89
0801902027,15-19,74
0801902027,20-24,106
0801902027,25-29,158
0801902027,30-34,185
0801902027,35-39,146
0801902027,40-44,130
0801902027,45-49,151
0801902027,50-54,109
0801902027,55-59,147
0801902027,60-64,148
0801902027,65-69,137
0801902027,70-74,105
0801902027,75-79,76
0801902027,80-84,49
0801902027,85-89,62
0801902027,90-94,42
0801902027,95-99,10
0801902027,100,1
0801902028,0-4,44
0801902028,5-9,63
0801902028,10-14,67
0801902028,15-19,85
0801902028,20-24,102
0801902028,25-29,182
0801902028,30-34,217
0801902028,35-39,156
0801902028,40-44,139
0801902028,45-49,126
0801902028,50-54,105
0801902028,55-59,134
0801902028,60-64,142
0801902028,65-69,129
0801902028,70-74,107
0801902028,75-79,87
0801902028,80-84,53
0801902028,85-89,66
0801902028,90-94,21
0801902028,95-99,6
0801902028,100,2
0801902029,0-4,32
0801902029,5-9,52
0801902029,10-14,45
0801902029,15-19,48
0801902029,20-24,57
0801902029,25-29,81
0801902029,30-34,105
0801902029,35-39,107
0801902029,40-44,77
0801902029,45-49,93
0801902029,50-54,73
0801902029,55-59,66
0801902029,60-64,87
0801902029,65-69,83
0801902029,70-74,93
0801902029,75-79,64
0801902029,80-84,21
0801902029,85-89,18
0801902029,90-94,8
0801902029,95-99,2
0801902029,100,1
0801902030,0-4,45
0801902030,5-9,56
0801902030,10-14,58
0801902030,15-19,51
0801902030,20-24,71
0801902030,25-29,119
0801902030,30-34,129
0801902030,35-39,125
0801902030,40-44,99
0801902030,45-49,93
0801902030,50-54,81
0801902030,55-59,102
0801902030,60-64,78
0801902030,65-69,62
0801902030,70-74,47
0801902030,75-79,35
0801902030,80-84,36
0801902030,85-89,40
0801902030,90-94,13
0801902030,95-99,11
0801902030,100,0
0801902031,0-4,30
0801902031,5-9,41
0801902031,10-14,43
0801902031,15-19,40
0801902031,20-24,57
0801902031,25-29,71
0801902031,30-34,69
0801902031,35-39,55
0801902031,40-44,73
0801902031,45-49,65
0801902031,50-54,77
0801902031,55-59,57
0801902031,60-64,55
0801902031,65-69,63
0801902031,70-74,80
0801902031,75-79,80
0801902031,80-84,33
0801902031,85-89,21
0801902031,90-94,13
0801902031,95-99,2
0801902031,100,1
0801902032,0-4,33
0801902032,5-9,43
0801902032,10-14,32
0801902032,15-19,39
0801902032,20-24,54
0801902032,25-29,85
0801902032,30-34,129
0801902032,35-39,95
0801902032,40-44,79
0801902032,45-49,56
0801902032,50-54,54
0801902032,55-59,88
0801902032,60-64,65
0801902032,65-69,66
0801902032,70-74,65
0801902032,75-79,47
0801902032,80-84,54
0801902032,85-89,52
0801902032,90-94,50
0801902032,95-99,22
0801902032,100,1
0801902033,0-4,31
0801902033,5-9,34
0801902033,10-14,41
0801902033,15-19,43
0801902033,20-24,68
0801902033,25-29,88
0801902033,30-34,108
0801902033,35-39,101
0801902033,40-44,75
0801902033,45-49,97
0801902033,50-54,68
0801902033,55-59,88
0801902033,60-64,53
0801902033,65-69,55
0801902033,70-74,61
0801902033,75-79,55
0801902033,80-84,37
0801902033,85-89,26
0801902033,90-94,22
0801902033,95-99,3
0801902033,100,0
0801902034,0-4,24
0801902034,5-9,32
0801902034,10-14,32
0801902034,15-19,38
0801902034,20-24,62
0801902034,25-29,126
0801902034,30-34,127
0801902034,35-39,92
0801902034,40-44,92
0801902034,45-49,88
0801902034,50-54,77
0801902034,55-59,62
0801902034,60-64,66
0801902034,65-69,61
0801902034,70-74,66
0801902034,75-79,55
0801902034,80-84,33
0801902034,85-89,36
0801902034,90-94,15
0801902034,95-99,6
0801902034,100,1
0801902035,0-4,38
0801902035,5-9,36
0801902035,10-14,33
0801902035,15-19,37
0801902035,20-24,57
0801902035,25-29,115
0801902035,30-34,112
0801902035,35-39,102
0801902035,40-44,91
0801902035,45-49,84
0801902035,50-54,67
0801902035,55-59,80
0801902035,60-64,73
0801902035,65-69,75
0801902035,70-74,73
0801902035,75-79,51
0801902035,80-84,49
0801902035,85-89,58
0801902035,90-94,25
0801902035,95-99,8
0801902035,100,1
0801902036,0-4,32
0801902036,5-9,39
0801902036,10-14,48
0801902036,15-19,45
0801902036,20-24,53
0801902036,25-29,106
0801902036,30-34,96
0801902036,35-39,79
0801902036,40-44,69
0801902036,45-49,80
0801902036,50-54,72
0801902036,55-59,78
0801902036,60-64,99
0801902036,65-69,88
0801902036,70-74,73
0801902036,75-79,57
0801902036,80-84,25
0801902036,85-89,32
0801902036,90-94,21
0801902036,95-99,7
0801902036,100,1
0801902037,0-4,25
0801902037,5-9,31
0801902037,10-14,29
0801902037,15-19,46
0801902037,20-24,54
0801902037,25-29,95
0801902037,30-34,99
0801902037,35-39,63
0801902037,40-44,73
0801902037,45-49,63
0801902037,50-54,63
0801902037,55-59,89
0801902037,60-64,88
0801902037,65-69,93
0801902037,70-74,76
0801902037,75-79,43
0801902037,80-84,37
0801902037,85-89,42
0801902037,90-94,13
0801902037,95-99,4
0801902037,100,2
0801902038,0-4,32
0801902038,5-9,38
0801902038,10-14,38
0801902038,15-19,65
0801902038,20-24,115
0801902038,25-29,133
0801902038,30-34,115
0801902038,35-39,96
0801902038,40-44,116
0801902038,45-49,79
0801902038,50-54,109
0801902038,55-59,149
0801902038,60-64,140
0801902038,65-69,90
0801902038,70-74,59
0801902038,75-79,48
0801902038,80-84,38
0801902038,85-89,26
0801902038,90-94,14
0801902038,95-99,11
0801902038,100,1
0801902039,0-4,41
0801902039,5-9,53
0801902039,10-14,56
0801902039,15-19,81
0801902039,20-24,90
0801902039,25-29,164
0801902039,30-34,193
0801902039,35-39,134
0801902039,40-44,111
0801902039,45-49,119
0801902039,50-54,136
0801902039,55-59,113
0801902039,60-64,123
0801902039,65-69,78
0801902039,70-74,66
0801902039,75-79,77
0801902039,80-84,48
0801902039,85-89,60
0801902039,90-94,24
0801902039,95-99,6
0801902039,100,0
0801902040,0-4,56
0801902040,5-9,51
0801902040,10-14,63
0801902040,15-19,62
0801902040,20-24,82
0801902040,25-29,164
0801902040,30-34,197
0801902040,35-39,155
0801902040,40-44,126
0801902040,45-49,118
0801902040,50-54,134
0801902040,55-59,111
0801902040,60-64,99
0801902040,65-69,84
0801902040,70-74,69
0801902040,75-79,51
0801902040,80-84,35
0801902040,85-89,41
0801902040,90-94,16
0801902040,95-99,4
0801902040,100,1
0801902041,0-4,38
0801902041,5-9,48
0801902041,10-14,53
0801902041,15-19,56
0801902041,20-24,73
0801902041,25-29,120
0801902041,30-34,155
0801902041,35-39,158
0801902041,40-44,112
0801902041,45-49,116
0801902041,50-54,102
0801902041,55-59,91
0801902041,60-64,98
0801902041,65-69,107
0801902041,70-74,85
0801902041,75-79,94
0801902041,80-84,63
0801902041,85-89,51
0801902041,90-94,29
0801902041,95-99,8
0801902041,100,0
0801902042,0-4,44
0801902042,5-9,54
0801902042,10-14,47
0801902042,15-19,72
0801902042,20-24,73
0801902042,25-29,108
0801902042,30-34,121
0801902042,35-39,104
0801902042,40-44,125
0801902042,45-49,113
0801902042,50-54,97
0801902042,55-59,93
0801902042,60-64,114
0801902042,65-69,130
0801902042,70-74,117
0801902042,75-79,98
0801902042,80-84,67
0801902042,85-89,45
0801902042,90-94,23
0801902042,95-99,7
0801902042,100,2
0801902043,0-4,53
0801902043,5-9,62
0801902043,10-14,58
0801902043,15-19,47
0801902043,20-24,62
0801902043,25-29,120
0801902043,30-34,130
0801902043,35-39,127
0801902043,40-44,111
0801902043,45-49,100
0801902043,50-54,78
0801902043,55-59,93
0801902043,60-64,106
0801902043,65-69,108
0801902043,70-74,56
0801902043,75-79,67
0801902043,80-84,45
0801902043,85-89,31
0801902043,90-94,15
0801902043,95-99,6
0801902043,100,1
0801902044,0-4,49
0801902044,5-9,60
0801902044,10-14,41
0801902044,15-19,48
0801902044,20-24,56
0801902044,25-29,110
0801902044,30-34,102
0801902044,35-39,99
0801902044,40-44,96
0801902044,45-49,100
0801902044,50-54,64
0801902044,55-59,67
0801902044,60-64,68
0801902044,65-69,70
0801902044,70-74,65
0801902044,75-79,70
0801902044,80-84,45
0801902044,85-89,48
0801902044,90-94,17
0801902044,95-99,5
0801902044,100,0
0801902045,0-4,32
0801902045,5-9,37
0801902045,10-14,46
0801902045,15-19,55
0801902045,20-24,54
0801902045,25-29,77
0801902045,30-34,89
0801902045,35-39,83
0801902045,40-44,85
0801902045,45-49,98
0801902045,50-54,74
0801902045,55-59,73
0801902045,60-64,67
0801902045,65-69,58
0801902045,70-74,63
0801902045,75-79,69
0801902045,80-84,46
0801902045,85-89,28
0801902045,90-94,15
0801902045,95-99,2
0801902045,100,2
0801902046,0-4,77
0801902046,5-9,84
0801902046,10-14,65
0801902046,15-19,75
0801902046,20-24,101
0801902046,25-29,176
0801902046,30-34,195
0801902046,35-39,170
0801902046,40-44,140
0801902046,45-49,131
0801902046,50-54,117
0801902046,55-59,121
0801902046,60-64,128
0801902046,65-69,104
0801902046,70-74,67
0801902046,75-79,59
0801902046,80-84,50
0801902046,85-89,44
0801902046,90-94,34
0801902046,95-99,16
0801902046,100,3
0801902047,0-4,69
0801902047,5-9,68
0801902047,10-14,74
0801902047,15-19,76
0801902047,20-24,118
0801902047,25-29,151
0801902047,30-34,157
0801902047,35-39,153
0801902047,40-44,130
0801902047,45-49,110
0801902047,50-54,145
0801902047,55-59,125
0801902047,60-64,110
0801902047,65-69,109
0801902047,70-74,106
0801902047,75-79,81
0801902047,80-84,62
0801902047,85-89,62
0801902047,90-94,29
0801902047,95-99,8
0801902047,100,1
0801902048,0-4,45
0801902048,5-9,50
0801902048,10-14,33
0801902048,15-19,39
0801902048,20-24,88
0801902048,25-29,126
0801902048,30-34,126
0801902048,35-39,107
0801902048,40-44,88
0801902048,45-49,94
0801902048,50-54,86
0801902048,55-59,76
0801902048,60-64,71
0801902048,65-69,60
0801902048,70-74,70
0801902048,75-79,42
0801902048,80-84,27
0801902048,85-89,25
0801902048,90-94,18
0801902048,95-99,5
0801902048,100,2
0801902049,0-4,57
0801902049,5-9,65
0801902049,10-14,54
0801902049,15-19,56
0801902049,20-24,87
0801902049,25-29,206
0801902049,30-34,238
0801902049,35-39,159
